subject,number,code,title,source_url
HSCI,406,HSCI 406,Global Perspectives in Indigenous Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,407,HSCI 407,International Trade Agreements and Health Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,408,HSCI 408,"Plagues, Pollutants and Poverty: The Origins and Evolution of Public Health",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,410,HSCI 410,Exploratory Data Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,412,HSCI 412,Health Communication,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,416,HSCI 416,Health Services Research,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,418,HSCI 418,Priority Setting in Health Care: Health Economics and Ethics in Practice,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,424,HSCI 424,Strategic Applications of GIS in Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,426,HSCI 426,"or permission of the instructor. Students with credit for MBB 427 , HSCI 427 or MBB 727 may not complete HSCI 727 for credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,427,HSCI 427,Immune Responses in Health and Disease,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,431,HSCI 431,The Global HIV/AIDS Epidemic,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,432,HSCI 432,Seminar in Epidemiology,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,440,HSCI 440,Cell Pathophysiology Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,441,HSCI 441,Virology Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,442,HSCI 442,Immunology Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,449,HSCI 449,Community and Health Service,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,450,HSCI 450,Co-op Practicum III,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,451,HSCI 451,Co-op Practicum IV,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,452,HSCI 452,Co-op Practicum V,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,461,HSCI 461,An Ecological Approach to Women's Reproductive Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,462,HSCI 462,Seminar in Developmental Origins of Health and Disease,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,471,HSCI 471,"under this topic in Spring 2019, Fall 2017, and Fall 2016 may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,472,HSCI 472,Special Topics in Health Sciences II,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,473,HSCI 473,Special Topics in Health Sciences III,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,474,HSCI 474,Seminar in Neuropharmacology,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,475,HSCI 475,Seminar in Molecular Mechanisms of Epigenetics,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,476,HSCI 476,Seminar in Molecular Basis of Drug Action and Environmental Exposure,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,477,HSCI 477,Seminar in Vaccine Immunology,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,478,HSCI 478,Seminar in Molecular Epidemiology of Infectious Diseases,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,480,HSCI 480,Senior Seminar in Indigenous Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,481,HSCI 481,Senior Seminar in Social Health Science,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,482,HSCI 482,Senior Seminar in Infectious Diseases,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,483,HSCI 483,Senior Seminar in Environmental Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,484,HSCI 484,Senior Seminar in Population Health Research,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,485,HSCI 485,Senior Seminar in Mental Health and Addictions,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,486,HSCI 486,Senior Seminar in Global Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,488,HSCI 488,Directed Studies in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,489,HSCI 489,Directed Research in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,490,HSCI 490,Research Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,491,HSCI 491,Independent Research,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,492,HSCI 492,Honours Research Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,493,HSCI 493,Extended Independent Research,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,494,HSCI 494,Independent Laboratory Research,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,495,HSCI 495,Applied Health Science Project,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,496,HSCI 496,Special Topics in Experiential Health Learning: Global and Local,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,727,HSCI 727,Immune System II: Immune Responses in Health and Disease,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,774,HSCI 774,Seminar in Neuropharmacology,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,775,HSCI 775,Seminar in Molecular Mechanisms of Epigenetics,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,776,HSCI 776,Seminar in Molecular Basis of Drug Action and Environmental Exposure,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,778,HSCI 778,Seminar in Molecular Epidemiology of Infectious Diseases,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,801,HSCI 801,Biostatistics for Population Health Practice I,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,802,HSCI 802,Principles of Epidemiology for Public Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,803,HSCI 803,Qualitative Research Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,804,HSCI 804,Biostatistics for Population Health Practice II,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,805,HSCI 805,Intermediate Epidemiologic Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,807,HSCI 807,Theorizing and Researching Health Inequities,https://www.sfu.ca/students/calendar/2025/summer/courses/hsci.html
HSCI,808,HSCI 808,The Economics of Health and Health Care,https://www.sfu.ca/students/calendar/2025/summer/courses/hsci.html
HSCI,818,HSCI 818,Child Health Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,821,HSCI 821,Introduction to Global Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,826,HSCI 826,Program Planning and Evaluation,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,827,HSCI 827,Analysis of Health Care Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,835,HSCI 835,Social Determinants of Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,841,HSCI 841,Qualitative Research and Analytical Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,842,HSCI 842,Indigenous Health in Canada,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,845,HSCI 845,Environmental and Occupational Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,846,HSCI 846,Environmental Health Exposure Assessment and Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,847,HSCI 847,Risk Assessment and Communication for Human Health,https://www.sfu.ca/students/calendar/2025/summer/courses/hsci.html
HSCI,849,HSCI 849,Regression Modeling for Public Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,855,HSCI 855,Health Promotion in Practice,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,870,HSCI 870,Global Health and International Affairs,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,880,HSCI 880,Practicum,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,885,HSCI 885,Special Topics in Experiential Health Learning: Global and Local,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,886,HSCI 886,MSc Thesis Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,887,HSCI 887,MSc Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,889,HSCI 889,Special Topics in Infectious Diseases,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,890,HSCI 890,Special Topics in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,891,HSCI 891,"under the title ""Child Health Policy"" may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,893,HSCI 893,Directed Studies in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,894,HSCI 894,Directed Studies in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,897,HSCI 897,MPH Project,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,898,HSCI 898,MPH Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,900,HSCI 900,Core Concepts and Practice for Public Health I,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,901,HSCI 901,Core Concepts and Practice for Public Health II,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,902,HSCI 902,Interdisciplinary Seminar in Health Sciences I,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,903,HSCI 903,Interdisciplinary Seminar in Health Sciences II,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,983,HSCI 983,Comprehensive Exam and Thesis Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,990,HSCI 990,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HUM,101W,HUM 101W,Introduction to Global Humanities,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,102W,HUM 102W,Classical Mythology,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,105,HUM 105,"Many Europes: Ancient, Medieval, Early Modern",https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,106,HUM 106,Art and the Humanities,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,110,HUM 110,The Greek World,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,121,HUM 121,Walk of Life: Migrations in Eurasia from Antiquity to the Present,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,130,HUM 130,Introduction to Religious Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,131,HUM 131,Introduction to Religious Studies: Indigenous and Asian Religions,https://www.sfu.ca/students/calendar/2026/summer/courses/hum.html
HUM,150,HUM 150,Warfare: From Plato to NATO,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,151,HUM 151,Ancient and Biblical Greek I,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,161,HUM 161,Latin I,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,162,HUM 162,Latin II,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,202,HUM 202,Great Texts: Western Thought and Literature,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,203,HUM 203,Great Texts: Asian Thought and Literature,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,204,HUM 204,Great Religious Texts,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,209,HUM 209,Heroic Archetypes: From the Trojans to Frankenstein,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,211,HUM 211,Art and Literature of the Italian Renaissance,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,219,HUM 219,The Early Middle Ages,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,220,HUM 220,Rome: From Republic to Empire,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,222,HUM 222,Cross-Cultural Perspectives on Art,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,226,HUM 226,War and Society,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,231,HUM 231,Daily Life in Ancient Greece and Rome,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,232,HUM 232,Religions of Ancient Greece and Rome,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,240,HUM 240,Studies in Modern Culture,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,275,HUM 275,or HS 275 may not take this course for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HUM,276,HUM 276,"Social, Economic, and Political History of the Mediterranean",https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,277,HUM 277,History of Greek Civilization,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,279,HUM 279,Greece in the 20th Century,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,302W,HUM 302W,Athenian Democracy,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,304,HUM 304,Alexander the Great and the Quest for World Empire,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,305,HUM 305,Medieval Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,306,HUM 306,"Art, Culture, and Place",https://www.sfu.ca/students/calendar/2026/spring/courses/hum.html
HUM,309,HUM 309,Literatures and the Arts Across Cultures,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,311,HUM 311,Italian Renaissance Humanism,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,312W,HUM 312W,Renaissance Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,313,HUM 313,Roman Art and Archaeology,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,314,HUM 314,Greek Art and Archaeology,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,318,HUM 318,Heroines in Greece and Beyond: Political Representations of Women in Film and Literature,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,319,HUM 319,Greeks Go Global: From Antigone to Atwood,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HUM,320,HUM 320,Cross-Cultural Philosophy in the Humanities,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
